time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	
ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	
3.tdms	 3.tdms	 3.tdms	 4.tdms	 4.tdms	 4.tdms	 5.tdms	 5.tdms	 5.tdms	 6.tdms	 6.tdms	 6.tdms	 7.tdms	 7.tdms	 7.tdms	 8.tdms	 8.tdms	 8.tdms	 10.tdms	 10.tdms	 10.tdms	 11.tdms	 11.tdms	 11.tdms	 12.tdms	 12.tdms	 12.tdms	 13.tdms	 13.tdms	 13.tdms	 15.tdms	 15.tdms	 15.tdms	 16.tdms	 16.tdms	 16.tdms	 17.tdms	 17.tdms	 17.tdms	 18.tdms	 18.tdms	 18.tdms	 19.tdms	 19.tdms	 19.tdms	 20.tdms	 20.tdms	 20.tdms	 21.tdms	 21.tdms	 21.tdms	 23.tdms	 23.tdms	 23.tdms	 24.tdms	 24.tdms	 24.tdms	 25.tdms	 25.tdms	 25.tdms	 26.tdms	 26.tdms	 26.tdms	 27.tdms	 27.tdms	 27.tdms	 28.tdms	 28.tdms	 28.tdms	 29.tdms	 29.tdms	 29.tdms	 30.tdms	 30.tdms	 30.tdms	 31.tdms	 31.tdms	 31.tdms	 32.tdms	 32.tdms	 32.tdms	 33.tdms	 33.tdms	 33.tdms	 34.tdms	 34.tdms	 34.tdms	 36.tdms	 36.tdms	 36.tdms	 37.tdms	 37.tdms	 37.tdms	 38.tdms	 38.tdms	 38.tdms	 39.tdms	 39.tdms	 39.tdms	 40.tdms	 40.tdms	 40.tdms	 41.tdms	 41.tdms	 41.tdms	
1514.2	0.055504	0.029855	1284.5	0.051838	0.034729	1513.9	0.022203	0.01201	1514.3	0.013751	0.0056067	1514.2	0.0037445	0.001727	1514	0.11359	0.050715	1284.5	0.13802	0.13556	1284.5	0.061197	0.035724	1514	0.012733	0.0056224	1514	0.0059333	0.0030717	1514.2	0.090152	0.040844	1514	0.027323	0.012601	1284.4	0.047018	0.022292	1514.3	0.092138	0.022194	1284.5	0.017157	0.010754	1514.1	0.007265	0.003963	1514	0.019074	0.010991	1284.6	0.026994	0.0098761	1513.9	0.041725	0.021446	1284.4	0.043991	0.021281	1284.6	0.01475	0.0076622	1514.1	0.023137	0.011433	1284.5	0.030253	0.013006	1513.9	0.033409	0.017262	1514.2	0.015638	0.0087384	1284.6	0.21061	0.13407	1513.9	0.020959	0.01029	1514	0.028426	0.011903	1514	0.11413	0.044451	1514	0.13933	0.019743	1513.9	0.02074	0.0084691	1514.2	0.063272	0.035637	1514.2	0.01792	0.0092484	1514.1	0.049477	0.01873	1284.5	0.093312	0.040539
1784.6	0.064728	0.028823	1514.1	0.045194	0.032311	1784.3	0.012497	0.0055391	1785.1	0.024233	0.0087183	1784.6	0.0053755	0.0031477	1784.8	0.11806	0.049482	1514.1	0.13164	0.12909	1514.1	0.12408	0.070967	1784.4	0.017128	0.0055947	1784.4	0.0093987	0.0052149	1784.6	0.15163	0.046326	1784.4	0.024421	0.0088572	1514	0.054679	0.02142	1785.1	0.12369	0.043241	1514.1	0.043378	0.020223	1784.5	0.015234	0.0069351	1784.8	0.057224	0.019811	1514.2	0.045272	0.012037	1784.3	0.083987	0.032758	1514	0.056393	0.024032	1514.2	0.013312	0.0072629	1784.5	0.011512	0.0049691	1514.1	0.050141	0.030254	1784.3	0.056333	0.026938	1785	0.023336	0.010634	1514.2	0.15397	0.082733	1784.3	0.0099649	0.0047106	1784.4	0.07994	0.028544	1784.4	0.23964	0.076801	1784.4	0.19155	0.028984	1784.3	0.04412	0.019728	1785	0.12343	0.037455	1784.6	0.037103	0.016026	1784.5	0.05584	0.021814	1514.1	0.087351	0.037691
2103.8	0.07428	0.022694	1784.9	0.029506	0.018218	2103.5	0.012815	0.0053781	2103.9	0.14654	0.051999	2103.8	0.014049	0.0087343	2103.6	0.076707	0.030553	1784.9	0.16044	0.193	1784.9	0.10872	0.057715	2103.6	0.039604	0.01244	2103.6	0.012306	0.0070444	2103.8	0.15235	0.041881	2103.6	0.041861	0.015969	1784.8	0.068406	0.018053	2103.9	0.17435	0.073535	1784.9	0.089553	0.019158	2103.7	0.026888	0.0088134	2103.6	0.072504	0.016207	1785	0.070215	0.01886	2103.5	0.13481	0.049525	1784.8	0.040556	0.019845	1785	0.035326	0.018244	2103.7	0.018762	0.0098167	1784.9	0.10207	0.057903	2103.5	0.14434	0.053472	2103.8	0.040507	0.011417	1785	0.14877	0.074015	2103.5	0.016188	0.0070457	2103.6	0.17805	0.047097	2103.6	0.50683	0.1912	2103.6	0.20006	0.040293	2103.5	0.061476	0.032035	2103.8	0.22489	0.051362	2103.8	0.083978	0.028726	2103.7	0.058815	0.02414	1784.9	0.12995	0.04686
2479.8	0.099376	0.037736	2103.7	0.060064	0.028687	2479.5	0.011316	0.0063474	2479.9	0.23453	0.085645	2479.8	0.0099883	0.005035	2479.6	0.056824	0.024409	2103.7	0.09703	0.07115	2103.7	0.13672	0.065055	2479.6	0.055553	0.016898	2479.6	0.018762	0.0075821	2479.8	0.11212	0.028975	2479.6	0.070551	0.033328	2103.6	0.069797	0.022543	2479.9	0.35909	0.18119	2103.7	0.16248	0.042462	2479.7	0.042531	0.015548	2479.6	0.14015	0.045336	2103.8	0.072455	0.019657	2479.5	0.21946	0.078356	2103.6	0.037636	0.020168	2103.8	0.031294	0.016428	2479.7	0.016255	0.010285	2103.7	0.19861	0.085783	2479.5	0.1592	0.056089	2479.8	0.061688	0.017013	2103.8	0.091885	0.033306	2479.5	0.021103	0.0095104	2479.6	0.25809	0.060431	2479.6	0.67224	0.25219	2479.6	0.25067	0.092462	2479.5	0.078033	0.049856	2479.8	0.33259	0.080494	2479.8	0.1437	0.046444	2479.7	0.041655	0.019731	2103.7	0.17651	0.051726
2923	0.11477	0.054425	2479.7	0.085445	0.04526	2922.7	0.012384	0.0063317	2923.1	0.25069	0.07695	2923	0.018417	0.011128	2922.8	0.12672	0.058961	2479.7	0.082159	0.071292	2479.7	0.16963	0.078221	2922.8	0.036272	0.010753	2922.8	0.058676	0.031549	2923	0.091088	0.0237	2922.8	0.078295	0.036708	2479.6	0.092389	0.02728	2923.1	0.37344	0.1871	2479.7	0.18641	0.056996	2922.9	0.071452	0.033557	2922.8	0.22062	0.087242	2479.8	0.082442	0.017242	2922.7	0.17318	0.042106	2479.6	0.063966	0.037108	2479.8	0.033707	0.009958	2922.9	0.012491	0.0057308	2479.7	0.22546	0.098243	2922.7	0.26319	0.10587	2923	0.081838	0.041902	2479.8	0.1141	0.053959	2922.7	0.013993	0.0053527	2922.8	0.21831	0.038878	2922.8	0.79684	0.32554	2922.8	0.35252	0.063737	2922.7	0.063707	0.038476	2923	0.38029	0.13175	2923	0.17	0.056288	2922.9	0.058941	0.029828	2479.7	0.26063	0.070161
3445.4	0.062781	0.033997	2922.9	0.11931	0.067552	3445.5	0.013228	0.0068143	3445.5	0.1882	0.045256	3445.4	0.0092673	0.0031953	3445.2	0.12579	0.071031	2922.9	0.065105	0.044185	2922.9	0.22227	0.097279	3445.2	0.025633	0.0050112	3445.6	0.10478	0.046719	3445.4	0.063976	0.026421	3445.2	0.11305	0.037097	2922.8	0.13393	0.051033	3445.5	0.32611	0.13522	2922.9	0.29181	0.07272	3445.3	0.15168	0.082131	3445.2	0.25431	0.103	2923	0.074293	0.014925	3445.5	0.14866	0.032261	2922.8	0.082182	0.043497	2923	0.024012	0.0087777	3445.3	0.012514	0.0052841	2922.9	0.26278	0.14155	3445.5	0.3348	0.1282	3445.4	0.070361	0.040424	2923	0.14062	0.059438	3445.5	0.016441	0.0063251	3445.2	0.13555	0.021703	3445.2	0.74082	0.3294	3445.6	0.43422	0.094642	3445.5	0.036496	0.015075	3445.4	0.65946	0.21495	3445.4	0.17072	0.059335	3445.3	0.046641	0.026612	2922.9	0.35943	0.10286
4061	0.030569	0.016477	3445.3	0.09651	0.057107	4061.5	0.032404	0.0177	4061.5	0.14683	0.027651	4061	0.0088075	0.0029574	4061.2	0.090897	0.049107	3445.3	0.033094	0.019389	3445.3	0.26925	0.098198	4060.8	0.021398	0.0051244	4061.6	0.096741	0.035158	4061	0.076277	0.028397	4060.8	0.173	0.04604	3445.2	0.17602	0.085022	4061.5	0.26241	0.07898	3445.3	0.48434	0.16559	4060.9	0.13734	0.075712	4061.2	0.17205	0.063581	3445.4	0.088552	0.016919	4061.5	0.19295	0.055581	3445.2	0.11065	0.035559	3445.4	0.019091	0.00884	4060.9	0.010985	0.0041824	3445.3	0.16998	0.10093	4061.5	0.33012	0.10994	4061.4	0.041348	0.01866	3445.4	0.11005	0.051439	4061.5	0.01299	0.0031605	4060.8	0.11949	0.028085	4060.8	0.70072	0.27815	4061.6	0.61556	0.13669	4061.5	0.019792	0.0075184	4061.4	0.84442	0.35675	4061	0.1607	0.035668	4060.9	0.039572	0.023928	3445.3	0.27532	0.09664
4787	0.016187	0.0047264	4061.3	0.051703	0.027255	4787.1	0.040041	0.014957	4787.5	0.1134	0.016427	4787	0.010157	0.0038004	4787.2	0.058967	0.028699	4061.3	0.03303	0.026283	4061.3	0.28859	0.072866	4786.8	0.023212	0.0099728	4787.2	0.10049	0.032046	4787	0.11269	0.036324	4786.8	0.22329	0.060179	4061.2	0.1839	0.070928	4787.1	0.22216	0.035902	4061.3	0.32573	0.1321	4786.9	0.12496	0.056232	4787.2	0.12378	0.037503	4061.4	0.11193	0.027317	4787.1	0.13687	0.037326	4061.2	0.12799	0.029382	4061.4	0.048325	0.031211	4786.9	0.011715	0.0046902	4061.3	0.12091	0.072111	4787.1	0.40042	0.1727	4787.4	0.074439	0.030117	4061.4	0.093287	0.03762	4787.1	0.0171	0.0049839	4786.8	0.14053	0.037904	4786.8	0.53378	0.1636	4787.2	0.7168	0.1686	4787.1	0.019975	0.010356	4787.4	0.59136	0.20452	4787	0.13392	0.023782	4786.9	0.027484	0.020417	4061.3	0.21438	0.045433
5643	0.023064	0.0080429	4787.3	0.042888	0.017777	5642.7	0.058298	0.016259	5643.1	0.12694	0.02034	5643	0.012686	0.0047038	5642.8	0.10111	0.052394	4787.3	0.011476	0.0065981	4787.3	0.31448	0.071763	5642.8	0.040161	0.024552	5642.8	0.080064	0.026973	5643	0.1574	0.045071	5642.8	0.26467	0.064783	4787.2	0.20491	0.057879	5642.7	0.19962	0.026649	4787.3	0.17104	0.076886	5642.9	0.087723	0.03795	5642.8	0.14077	0.037139	4787.4	0.13669	0.03636	5642.7	0.18721	0.046759	4787.2	0.15617	0.034103	4787.4	0.11868	0.057364	5642.9	0.017554	0.0071371	4787.3	0.098208	0.056513	5642.7	0.35553	0.13791	5643	0.24651	0.098012	4787.4	0.082911	0.049875	5642.7	0.014499	0.0039009	5642.8	0.16416	0.043555	5642.8	0.59553	0.18505	5642.8	0.8275	0.19122	5642.7	0.019663	0.011372	5643	0.49107	0.19298	5643	0.10166	0.017672	5642.9	0.029499	0.022245	4787.3	0.17886	0.036111
6651.8	0.02444	0.0097142	5642.9	0.031985	0.017557	6651.5	0.12467	0.039648	6651.5	0.12859	0.026177	6651.8	0.015658	0.0062226	6651.6	0.12752	0.075934	5642.9	0.0082861	0.0048323	5642.9	0.29781	0.086298	6651.6	0.064349	0.039901	6651.6	0.075507	0.026422	6651.8	0.22313	0.057742	6651.6	0.26942	0.071994	5642.8	0.21314	0.047919	6651.5	0.19257	0.032343	5642.9	0.12944	0.048892	6651.7	0.031993	0.011286	6651.6	0.25768	0.073912	5643	0.16485	0.041422	6651.5	0.21083	0.058532	5642.8	0.1609	0.031628	5643	0.22877	0.056503	6651.7	0.019263	0.0052155	5642.9	0.074983	0.027623	6651.5	0.34824	0.1477	6651.4	0.41198	0.15412	5643	0.066912	0.041173	6651.5	0.017689	0.0054753	6651.6	0.20192	0.045829	6651.6	0.50503	0.13082	6651.6	0.78272	0.16201	6651.5	0.025405	0.017172	6651.4	0.41564	0.12414	6651.8	0.091088	0.017347	6651.7	0.051382	0.03702	5642.9	0.23439	0.066284
7840.6	0.05279	0.016636	6651.3	0.04052	0.018108	7840.3	0.14176	0.037143	7840.3	0.13119	0.037655	7840.6	0.034503	0.017022	7840.8	0.13676	0.081069	6651.3	0.011075	0.0056189	6651.3	0.24304	0.078532	7840.4	0.10912	0.051985	7840.4	0.070111	0.02108	7840.6	0.34467	0.11387	7840.4	0.27731	0.074449	6651.6	0.2361	0.050136	7840.3	0.17006	0.054683	6651.3	0.13127	0.039119	7840.5	0.026019	0.0087752	7840.8	0.33373	0.099456	6651.4	0.16798	0.033838	7840.3	0.23927	0.07952	6651.6	0.16539	0.032737	6651.4	0.30094	0.076806	7840.5	0.032736	0.0095502	6651.3	0.074961	0.018372	7840.3	0.21437	0.041305	7840.2	0.51779	0.16436	6651.4	0.094215	0.047214	7840.3	0.036459	0.016825	7840.4	0.2348	0.055833	7840.4	0.40881	0.072755	7840.4	0.68994	0.13372	7840.3	0.029649	0.022978	7840.6	0.29087	0.081019	7840.6	0.10505	0.027529	7840.5	0.072306	0.055347	6651.3	0.37252	0.13594
9242.2	0.14424	0.041248	7840.5	0.089937	0.030609	9241.9	0.1826	0.038518	9241.9	0.16652	0.05372	9242.2	0.069284	0.028019	9242.4	0.20428	0.10589	7840.5	0.048858	0.029369	7840.5	0.21893	0.063279	9242	0.17521	0.050391	9242	0.066062	0.021945	9242.2	0.36971	0.10415	9242	0.26459	0.071578	7840.8	0.24806	0.04969	9241.9	0.20781	0.085586	7840.5	0.12863	0.020555	9242.1	0.056547	0.017055	9242.4	0.41251	0.09636	7840.6	0.19921	0.031929	9241.9	0.22102	0.06654	7840.8	0.20874	0.030369	7840.6	0.34265	0.096504	9242.1	0.029196	0.011027	7840.5	0.11799	0.024468	9241.9	0.16814	0.044426	9241.8	0.6032	0.15355	7840.6	0.067146	0.021548	9241.9	0.067616	0.021272	9242	0.239	0.056851	9242	0.33392	0.057599	9242	0.56309	0.11031	9241.9	0.035325	0.027491	9242.2	0.24962	0.034965	9242.2	0.14175	0.037595	9242.1	0.076088	0.048318	7840.5	0.29615	0.039603
10894	0.18486	0.038473	9242.1	0.19475	0.057126	10894	0.195	0.063613	10894	0.18277	0.051706	10894	0.10066	0.030948	10894	0.29845	0.12636	9242.1	0.032164	0.014913	9242.1	0.20648	0.042979	10894	0.18815	0.044252	10894	0.05389	0.016518	10894	0.43604	0.11218	10894	0.25961	0.069427	9242	0.24808	0.052149	10894	0.32176	0.09623	9242.1	0.18023	0.039265	10894	0.11046	0.033946	10894	0.44476	0.075662	9242.2	0.21864	0.029216	10894	0.19987	0.051198	9242	0.22362	0.037417	9242.2	0.43388	0.16471	10894	0.043444	0.014288	9242.1	0.32498	0.088676	10894	0.18579	0.049142	10894	0.54161	0.16372	9242.2	0.14076	0.038422	10894	0.14193	0.028104	10894	0.25807	0.048846	10894	0.34829	0.045373	10894	0.49946	0.090885	10894	0.034041	0.025364	10894	0.17391	0.03925	10894	0.23231	0.05179	10894	0.088615	0.035346	9242.1	0.36637	0.0434
12841	0.16991	0.025808	10894	0.2973	0.061756	12842	0.18402	0.063084	12842	0.18221	0.042759	12841	0.14965	0.049742	12842	0.3366	0.13127	10894	0.041482	0.016578	10894	0.16773	0.032411	12842	0.1527	0.036747	12842	0.042896	0.013153	12841	0.42886	0.10261	12842	0.23038	0.063396	10894	0.24053	0.059207	12842	0.40053	0.094328	10894	0.33372	0.072741	12842	0.22133	0.051053	12842	0.45695	0.083766	10894	0.255	0.037633	12842	0.21806	0.054493	10894	0.27927	0.040854	10894	0.46802	0.19651	12842	0.084361	0.017795	10894	0.68588	0.20644	12842	0.21053	0.055345	12842	0.53856	0.19345	10894	0.34087	0.089764	12842	0.24894	0.059577	12842	0.25832	0.041858	12842	0.37458	0.047589	12842	0.42211	0.092321	12842	0.031702	0.02326	12842	0.12859	0.042025	12841	0.33942	0.065497	12842	0.18074	0.049024	10894	0.48856	0.065568
15137	0.17798	0.027798	12842	0.2847	0.037971	15138	0.1409	0.06463	15137	0.16979	0.045652	15137	0.1962	0.070752	15137	0.31544	0.11085	12842	0.081213	0.028474	12842	0.14049	0.031941	15138	0.12087	0.025741	15138	0.06629	0.018729	15137	0.3535	0.080275	15138	0.22084	0.053869	12842	0.18404	0.053993	15137	0.41781	0.095533	12842	0.46571	0.084491	15138	0.28514	0.046901	15137	0.36965	0.086808	12842	0.25111	0.047127	15138	0.21034	0.029213	12842	0.36649	0.066586	12842	0.32814	0.14244	15138	0.12144	0.027067	12842	1	NaN	15138	0.23664	0.061173	15137	0.56542	0.18601	12842	0.40571	0.063208	15138	0.34503	0.12236	15138	0.22371	0.038724	15138	0.34412	0.048339	15138	0.34398	0.084903	15138	0.02956	0.021709	15137	0.15697	0.044769	15137	0.36096	0.073701	15137	0.28772	0.072699	12842	0.57072	0.12497
17843	0.14379	0.037864	15137	0.31109	0.050987	17844	0.1047	0.051351	17843	0.14731	0.036509	17843	0.16168	0.062396	17843	0.32354	0.089872	15137	0.12774	0.043774	15137	0.10482	0.021707	17844	0.098694	0.017095	17844	0.13052	0.032077	17843	0.23218	0.051777	17844	0.18258	0.046723	15137	0.12952	0.042258	17843	0.37982	0.078029	15137	0.36949	0.048935	17844	0.29898	0.05035	17843	0.25324	0.060053	15137	0.21342	0.054076	17844	0.22132	0.041608	15137	0.31272	0.045194	15137	0.21985	0.072362	17844	0.12637	0.033655	15137	1	0.25156	17844	0.37093	0.064497	17843	0.55645	0.13596	15137	0.34491	0.06621	17844	0.45905	0.22565	17844	0.20678	0.033083	17844	0.26838	0.050337	17844	0.26793	0.065948	17844	0.019033	0.015504	17843	0.16118	0.040685	17843	0.34083	0.045888	17843	0.33867	0.064499	15137	0.56954	0.068
21033	0.1049	0.029035	17843	0.25977	0.049188	21033	0.083341	0.043991	21033	0.13671	0.034828	21033	0.12959	0.0539	21033	0.26357	0.07636	17843	0.23625	0.072867	17843	0.073422	0.020026	21033	0.061146	0.014475	21033	0.1542	0.048431	21033	0.17662	0.050306	21033	0.14238	0.042488	17843	0.1045	0.031761	21033	0.2562	0.057697	17843	0.3331	0.049012	21033	0.29	0.053661	21033	0.20263	0.055693	17843	0.19861	0.03913	21033	0.18755	0.047885	17843	0.27069	0.053972	17843	0.13861	0.03543	21033	0.14946	0.040269	17843	0.73788	0.13188	21033	0.4393	0.058506	21033	0.44918	0.092412	17843	0.30071	0.077984	21033	0.50605	0.30532	21033	0.17816	0.033067	21033	0.27757	0.048043	21033	0.18377	0.057789	21033	0.011193	0.0094012	21033	0.15642	0.040935	21033	0.35404	0.053581	21033	0.31471	0.061692	17843	0.45002	0.057366
24793	0.094191	0.026025	21033	0.19699	0.044575	24793	0.076243	0.039397	24793	0.12955	0.030162	24793	0.13038	0.050983	24793	0.2228	0.061956	21033	0.23012	0.069221	21033	0.060245	0.017393	24793	0.06026	0.014548	24793	0.057102	0.021859	24793	0.12306	0.048665	24793	0.10616	0.036244	21033	0.099564	0.030163	24793	0.21958	0.04358	21033	0.3125	0.050732	24793	0.28974	0.059481	24793	0.19236	0.059803	21033	0.21265	0.042303	24793	0.17294	0.048731	21033	0.246	0.046533	21033	0.10983	0.031368	24793	0.19344	0.048265	21033	0.52887	0.080184	24793	0.40133	0.055472	24793	0.35782	0.060956	21033	0.31281	0.063862	24793	0.3738	0.26177	24793	0.16122	0.031694	24793	0.30972	0.051412	24793	0.10714	0.039467	24793	0.017691	0.0073509	24793	0.10002	0.026791	24793	0.32447	0.052824	24793	0.29745	0.039601	21033	0.42325	0.0639
29225	0.067204	0.018211	24793	0.14996	0.037428	29226	0.06721	0.030607	29225	0.096893	0.024103	29225	0.12336	0.050243	29225	0.18342	0.048759	24793	0.25884	0.084291	24793	0.04117	0.012464	29225	0.060195	0.013381	29226	0.046934	0.027347	29225	0.098101	0.050988	29225	0.081166	0.030371	24793	0.098628	0.025781	29225	0.18551	0.039148	24793	0.28394	0.041297	29225	0.30685	0.062109	29225	0.16263	0.052543	24793	0.2169	0.053821	29226	0.16796	0.057976	24793	0.24903	0.042302	24793	0.11047	0.038233	29225	0.21619	0.044379	24793	0.48142	0.066098	29226	0.3403	0.050288	29225	0.30109	0.0632	24793	0.27913	0.052353	29226	0.19478	0.12607	29225	0.14829	0.033144	29225	0.32037	0.0554	29226	0.20386	0.053349	29226	0.16546	0.061808	29225	0.069486	0.021588	29225	0.33429	0.060667	29225	0.23718	0.041245	24793	0.36738	0.068331
34450	0.042791	0.021462	29225	0.056572	0.013681	34450	0.064224	0.028147	34450	0.13519	0.03051	34450	0.10621	0.046953	34450	0.16191	0.038238	29225	0.28375	0.10801	29225	0.036761	0.011666	34450	0.048504	0.012552	34450	0.02898	0.018689	34450	0.078624	0.041927	34450	0.06719	0.020433	29225	0.0759	0.017741	34450	0.15849	0.032298	29225	0.26619	0.040406	34450	0.26644	0.048769	34450	0.15294	0.043195	29225	0.21824	0.051069	34450	0.23592	0.063233	29225	0.27786	0.040133	29225	0.11787	0.033079	34450	0.2608	0.048858	29225	0.33528	0.05925	34450	0.28276	0.046489	34450	0.26516	0.064888	29225	0.23743	0.049807	34450	0.060906	0.037314	34450	0.13681	0.029393	34450	0.34361	0.050322	34450	0.11763	0.042081	34450	0.27578	0.099179	34450	0.11922	0.025801	34450	0.35139	0.058206	34450	0.18647	0.044081	29225	0.32043	0.064351
40608	0.064397	0.034485	34450	0.063008	0.02071	40608	0.067704	0.031163	40608	0.15458	0.052647	40608	0.090986	0.050281	40608	0.12236	0.038092	34450	0.25997	0.1179	34450	0.038804	0.010344	40608	0.046359	0.015161	40608	0.033948	0.022498	40608	0.060268	0.028524	40608	0.054493	0.015162	34450	0.08158	0.020544	40608	0.14429	0.033399	34450	0.22867	0.038757	40608	0.22997	0.034567	40608	0.16293	0.035928	34450	0.16714	0.054491	40608	0.2221	0.0703	34450	0.25716	0.049532	34450	0.12619	0.041422	40608	0.2727	0.062434	34450	0.27433	0.045848	40608	0.2393	0.052884	40608	0.21653	0.080216	34450	0.19259	0.041278	40608	0.014471	0.0089583	40608	0.12325	0.024468	40608	0.35879	0.051199	40608	0.11286	0.0477	40608	0.12702	0.033358	40608	0.11311	0.04258	40608	0.32593	0.051515	40608	0.19817	0.061517	34450	0.30389	0.062993
47867	0.090317	0.042661	40608	0.080734	0.027553	47868	0.062471	0.026996	47868	0.16645	0.047405	47867	0.08282	0.048714	47868	0.12246	0.04272	40608	0.15168	0.069524	40608	0.044607	0.011468	47868	0.022315	0.0077185	47868	0.045253	0.021847	47867	0.048106	0.018862	47868	0.043847	0.011391	40608	0.083567	0.021022	47868	0.15426	0.033941	40608	0.21219	0.036831	47868	0.2123	0.038613	47868	0.19377	0.045517	40608	0.11074	0.02068	47868	0.24801	0.089622	40608	0.20534	0.059229	40608	0.14349	0.04586	47868	0.27676	0.074656	40608	0.23632	0.042357	47868	0.21297	0.05951	47868	0.18008	0.076788	40608	0.18434	0.033461	47868	0.010664	0.0088848	47868	0.11356	0.029213	47868	0.34818	0.054584	47868	0.13023	0.054987	47868	0.041815	0.022266	47868	0.099212	0.047164	47867	0.26155	0.043462	47867	0.18795	0.063873	40608	0.28106	0.063706
56425	0.11487	0.044213	47868	0.058999	0.031413	56425	0.052597	0.029414	56425	0.15622	0.054219	56425	0.072103	0.04597	56425	0.12599	0.04615	47868	0.18	0.080279	47868	0.05942	0.017657	56425	0.025158	0.0085799	56425	0.076009	0.026049	56425	0.051883	0.016344	56424	0.039015	0.011275	47868	0.095146	0.046211	56425	0.21261	0.054779	47868	0.19036	0.032875	56424	0.17385	0.040227	56425	0.22402	0.060245	47868	0.10531	0.030819	56425	0.2655	0.089453	47868	0.20709	0.071506	47868	0.15102	0.059014	56424	0.26076	0.07051	47868	0.21413	0.040974	56425	0.20339	0.058429	56425	0.14717	0.065521	47868	0.17351	0.032938	56425	0.02244	0.017833	56425	0.11971	0.037486	56425	0.27235	0.050247	56425	0.15126	0.052548	56425	0.025683	0.018169	56425	0.077441	0.039991	56425	0.20763	0.036412	56425	0.11839	0.046886	47868	0.22615	0.061467
66512	0.14636	0.036632	56425	0.084127	0.024511	66512	0.048614	0.024161	66512	0.14102	0.063797	66511	0.059828	0.040527	66512	0.10795	0.038544	56425	0.15234	0.071318	56425	0.046774	0.017712	66512	0.0067569	0.0028535	66512	0.11427	0.032059	66511	0.080668	0.027119	66512	0.032081	0.009762	56425	0.077935	0.044564	66512	0.27891	0.091123	56425	0.15398	0.026078	66512	0.19702	0.059254	66512	0.18412	0.05841	56425	0.12225	0.043432	66512	0.20478	0.078147	56425	0.1935	0.075737	56425	0.14768	0.050723	66512	0.28426	0.075537	56425	0.17499	0.035697	66512	0.19319	0.070094	66512	0.13206	0.055904	56425	0.16189	0.03482	66512	0.049302	0.023835	66512	0.087161	0.037155	66512	0.23142	0.054696	66512	0.12587	0.057379	66512	0.012873	0.010752	66512	0.069152	0.033358	66511	0.18119	0.030869	66512	0.10694	0.047855	56425	0.19005	0.054965
78402	0.12125	0.04235	66512	0.039041	0.012966	78402	0.050525	0.026316	78402	0.14522	0.056821	78402	0.047033	0.036051	78402	0.11996	0.030274	66512	0.21601	0.11765	66512	0.14365	0.15051	78402	0.0024373	0.0014889	78402	0.13714	0.037685	78402	0.11748	0.060487	78402	0.064926	0.032164	66512	0.053154	0.026067	78402	0.29243	0.089127	66512	0.14238	0.024746	78402	0.21482	0.059525	78402	0.21796	0.075603	66512	0.13699	0.046531	78402	0.14741	0.057556	66512	0.18597	0.085763	66512	0.15786	0.064384	78402	0.23993	0.081871	66512	0.15526	0.040247	78402	0.17048	0.068609	78402	0.1271	0.050685	66512	0.11894	0.031215	78402	0.082823	0.024747	78402	0.085698	0.034343	78402	0.24874	0.055017	78402	0.1225	0.058148	78402	0.010014	0.0070179	78402	0.058431	0.026337	78402	0.20042	0.04123	78402	0.086553	0.038257	66512	0.18153	0.059416
