time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	 time	 temperature	 error	
ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	 ns	 K	 k	
3.tdms	 3.tdms	 3.tdms	 4.tdms	 4.tdms	 4.tdms	 5.tdms	 5.tdms	 5.tdms	 6.tdms	 6.tdms	 6.tdms	 7.tdms	 7.tdms	 7.tdms	 8.tdms	 8.tdms	 8.tdms	 10.tdms	 10.tdms	 10.tdms	 11.tdms	 11.tdms	 11.tdms	 12.tdms	 12.tdms	 12.tdms	 13.tdms	 13.tdms	 13.tdms	 15.tdms	 15.tdms	 15.tdms	 16.tdms	 16.tdms	 16.tdms	 17.tdms	 17.tdms	 17.tdms	 18.tdms	 18.tdms	 18.tdms	 19.tdms	 19.tdms	 19.tdms	 20.tdms	 20.tdms	 20.tdms	 21.tdms	 21.tdms	 21.tdms	 23.tdms	 23.tdms	 23.tdms	 24.tdms	 24.tdms	 24.tdms	 25.tdms	 25.tdms	 25.tdms	 26.tdms	 26.tdms	 26.tdms	 27.tdms	 27.tdms	 27.tdms	 28.tdms	 28.tdms	 28.tdms	 29.tdms	 29.tdms	 29.tdms	 30.tdms	 30.tdms	 30.tdms	 31.tdms	 31.tdms	 31.tdms	 32.tdms	 32.tdms	 32.tdms	 33.tdms	 33.tdms	 33.tdms	 34.tdms	 34.tdms	 34.tdms	 36.tdms	 36.tdms	 36.tdms	 37.tdms	 37.tdms	 37.tdms	 38.tdms	 38.tdms	 38.tdms	 39.tdms	 39.tdms	 39.tdms	 40.tdms	 40.tdms	 40.tdms	 41.tdms	 41.tdms	 41.tdms	
2479.8	2902.5	147.06	2103.7	2957.8	191.21	2479.5	3416	288.53	2479.9	2690.5	123.69	2479.8	3330	248.1	2479.6	3212.4	198.64	2103.7	2462.5	212.02	2103.7	3429.7	246.46	2479.6	3505	163.57	2479.6	3090.6	174.72	2479.8	3583.5	144.39	2479.6	3272.5	225.6	2103.6	3124.2	142.29	2479.9	3451.2	264.19	2103.7	3055.7	110.76	2479.7	3094.3	158.37	2479.6	2817.1	118.86	2103.8	3291.8	130.89	2479.5	2466.5	103.53	2103.6	3640.4	307.63	2103.8	2941.4	208.13	2479.7	3216.9	293.29	2103.7	2582	135.95	2479.5	2818.1	129.53	2479.8	3082.9	118.71	2103.8	2993.1	148.16	2479.5	3248.6	212.49	2479.6	2931.4	92.273	2479.6	2640.4	122.89	2479.6	3690	216.73	2479.5	2863.6	241.64	2479.8	2923.1	94.903	2479.8	2773.9	115.56	2479.7	3005	194.98	2103.7	2881.7	112.06
2923	2720	163.76	2479.7	2808.4	193.57	2922.7	3289.2	246.33	2923.1	2726.8	106.47	2923	3063.4	257.23	2922.8	2820.5	171.33	2479.7	2442.9	247.31	2479.7	3443.3	240.48	2922.8	3393.8	150.79	2922.8	2736.6	187.69	2923	3653.1	150.26	2922.8	3330.4	230.81	2479.6	3156.6	132.44	2923.1	3457.5	263.15	2479.7	3011.8	126.35	2922.9	2866.2	177.9	2922.8	2589.2	125.09	2479.8	3283.1	100.44	2922.7	2528.8	73.73	2479.6	3306.5	282.06	2479.8	2936.3	116.77	2922.9	3328.7	225.65	2479.7	2478.1	127.43	2922.7	2633.2	131.13	2923	2734.8	178.52	2479.8	2788.2	170.63	2922.7	3366.8	191.89	2922.8	3079.7	76.517	2922.8	2569.7	127.5	2922.8	3441.3	94.197	2922.7	2831.5	223.92	2923	2770.5	123.6	2923	2693	112.33	2922.9	2928.8	199.12	2479.7	2699.6	91.727
3445.4	2872.7	205.94	2922.9	2657.8	187.65	3445.5	3299.6	249.55	3445.5	2829.5	89.043	3445.4	3388.4	174.88	3445.2	2779.5	202.62	2922.9	2497.6	201.28	2922.9	3300.9	212.16	3445.2	3508	105.28	3445.6	2715.7	153.54	3445.4	4012.7	280.27	3445.2	3292.6	158.38	2922.8	3217.5	176.7	3445.5	3496.5	222.05	2922.9	2745.4	87.484	3445.3	2654.8	179.1	3445.2	2538.1	123.64	2923	3364.8	100.67	3445.5	2580.8	68.254	2922.8	3057.4	224.54	2923	3067	155.94	3445.3	3313.2	206.01	2922.9	2375.3	145.96	3445.5	2574.6	119.91	3445.4	2701.7	196.04	2923	2601.3	134.83	3445.5	3234.2	180.01	3445.2	3350.4	79.64	3445.2	2554.3	137.28	3445.6	3190.2	99.579	3445.5	2952.9	164.89	3445.4	2422.4	91.505	3445.4	2705	118.84	3445.3	3118.7	250.59	2922.9	2579.3	89.904
4061	3091.1	233.1	3445.3	2697.1	201.29	4061.5	2936.6	215.94	4061.5	2883.2	72.084	4061	3510.8	181.08	4061.2	2891.9	207.89	3445.3	2666.8	195.34	3445.3	3347.6	181.15	4060.8	3666.8	139.19	4061.6	2903.5	140.84	4061	4077.1	259.66	4060.8	3173.3	120.47	3445.2	3195.6	221.34	4061.5	3429	155.85	3445.3	2502.5	101.76	4060.9	2736.7	192.45	4061.2	2619.3	119.34	3445.4	3369.1	95.96	4061.5	2478.9	84.285	3445.2	2869.2	121.97	3445.4	3252.2	218.75	4060.9	3306.6	185.12	3445.3	2473.2	173.02	4061.5	2566.4	103.7	4061.4	2784.1	162.41	3445.4	2567.2	145.62	4061.5	3347.7	120.85	4060.8	3428.1	121.64	4060.8	2553.7	122.51	4061.6	2929	87.385	4061.5	3220.1	176.39	4061.4	2247.6	103.57	4061	2733.7	77.331	4060.9	3178.2	274.46	3445.3	2665	116.89
4787	3254.9	138.14	4061.3	2919.7	206.3	4787.1	2871	141.91	4787.5	2969.1	58.383	4787	3738.8	224.88	4787.2	2977	197.07	4061.3	2593.5	252.46	4061.3	3340.7	124.97	4786.8	3861.6	272.96	4787.2	3015.4	132.06	4787	3912.8	209.48	4786.8	3099.6	117.1	4061.2	3286.7	185.58	4787.1	3287.4	77.782	4061.3	2528.4	122.95	4786.9	2800.1	163.58	4787.2	2718.8	104.55	4061.4	3300	118.25	4787.1	2550.3	83.961	4061.2	2809.2	83.934	4061.4	3136	286.4	4786.9	3220.2	185.92	4061.3	2531.4	181.2	4787.1	2486.2	126.87	4787.4	2643.1	132.77	4061.4	2535.1	122.84	4787.1	3267	138.79	4786.8	3359.7	134.81	4786.8	2637.8	100.22	4787.2	2816.3	86.382	4787.1	3281.6	248.79	4787.4	2269.1	86.262	4787	2769.5	63.314	4786.9	3266.8	353.69	4061.3	2699.8	72.223
5643	3079.4	149.81	4787.3	2996.4	169.75	5642.7	2805.1	101.71	5643.1	2951.4	63.907	5643	3999.5	250.2	5642.8	2792.4	187.46	4787.3	2851.9	215.88	4787.3	3249.8	107.67	5642.8	3752.1	369.67	5642.8	3151.8	150.71	5643	3740.9	172.26	5642.8	3070.4	104.61	4787.2	3394.6	143.73	5642.7	3147.9	59.591	4787.3	2645.5	147.75	5642.9	2870.5	164.31	5642.8	2685.9	89.093	4787.4	3243	125.05	5642.7	2448.8	71.5	4787.2	2738.2	76.304	4787.4	2986.4	196.79	5642.9	3009.8	167.83	4787.3	2566.3	179.16	5642.7	2491.2	114.51	5643	2491.2	117.38	4787.4	2512.1	180.28	5642.7	3345.1	133.46	5642.8	3252	125.33	5642.8	2592.2	98.5	5642.8	2733.7	80.514	5642.7	3355.9	288.51	5643	2288.5	99.548	5643	2859.8	65.588	5642.9	3192.7	345.01	4787.3	2710.1	69.27
6651.8	3035	166.48	5642.9	3178.9	249.25	6651.5	2670.6	106.31	6651.5	2916	79.483	6651.8	4427.4	319.42	6651.6	2773.7	212.88	5642.9	2909.3	226.8	5642.9	3152.7	129.7	6651.6	3572.4	344.57	6651.6	3220.5	162.53	6651.8	3644.1	148.81	6651.6	3077.5	114.68	5642.8	3497.8	120.47	6651.5	3077.6	72.076	5642.9	2771	134.79	6651.7	3079.9	151.59	6651.6	2571.3	89.616	5643	3164.2	113.18	6651.5	2398.8	76.577	5642.8	2716.9	67.745	5643	2904.3	95.762	6651.7	2907.9	105.21	5642.9	2615.9	118.68	6651.5	2488.9	125	6651.4	2490.8	110.41	5643	2549.5	189.34	6651.5	3193.5	141.68	6651.6	3114.4	99.446	6651.6	2639.7	84.811	6651.6	2725.4	71.729	6651.5	3348.1	335.83	6651.4	2321.3	77.637	6651.8	2907.1	73.964	6651.7	3038.4	302.35	5642.9	2572.2	88.408
7840.6	2822.3	116.17	6651.3	3131.8	197.72	7840.3	2713	90.063	7840.3	2901.5	111.1	7840.6	4140.9	353.42	7840.8	2808.3	216.61	6651.3	2724.3	175.69	6651.3	3117	141.79	7840.4	3239.2	223.5	7840.4	3259.9	142.63	7840.6	3485.2	175.93	7840.4	3054.4	113.7	6651.6	3555.6	117.05	7840.3	3126	141.81	6651.3	2784.8	107.29	7840.5	3171.3	152.51	7840.8	2575.1	93.355	6651.4	3113.1	88.197	7840.3	2345.3	88.009	6651.6	2740.5	69.269	6651.4	2909.4	99.257	7840.5	2746.2	102.47	6651.3	2634.8	79.98	7840.3	2652.8	63.644	7840.2	2521.4	95.759	6651.4	2436.7	142.17	7840.3	2910.8	179.62	7840.4	3059.6	101.01	7840.4	2712.9	61.173	7840.4	2724.5	67.123	7840.3	3371.2	389.67	7840.6	2411.2	77.544	7840.6	2902.3	101.48	7840.5	3009.3	315.86	6651.3	2480.1	106.88
9242.2	2536	87.165	7840.5	2901.6	131.74	9241.9	2693.5	71.587	9241.9	2857	121.51	9242.2	3692.5	237.9	9242.4	2723.3	179.39	7840.5	2328.7	157.14	7840.5	3051.3	122.2	9242	2895.9	110.94	9242	3284.8	159.67	9242.2	3424.8	145.55	9242	3029.6	112.95	7840.8	3563.1	110.81	9241.9	3058.2	174.81	7840.5	2800.2	58.095	9242.1	3167.4	136.09	9242.4	2577.2	73.284	7840.6	3037.8	67.237	9241.9	2340.7	79.442	7840.8	2685.4	49.113	7840.6	2849.1	105.57	9242.1	3000.9	155.09	7840.5	2562.7	64.401	9241.9	2797.8	95.911	9241.8	2496.6	75.446	7840.6	2648	105.66	9241.9	2767.7	112.04	9242	3072	101.76	9242	2763.7	61.273	9242	2725.6	67.895	9241.9	3376.7	392.39	9242.2	2507.8	41.849	9242.2	2890	101.94	9242.1	3107.9	277.22	7840.5	2653.2	44.184
10894	2509.1	62.238	9242.1	2749.9	103.28	10894	2701.6	111.3	10894	2875.9	107.81	10894	3388.6	155.96	10894	2630.7	137.78	9242.1	2608.7	148.65	9242.1	2950.3	82.959	10894	2780.1	84.424	10894	3329.8	150.85	10894	3201.7	118.29	10894	3009.2	110.34	9242	3547.5	115.42	10894	2871.9	113.69	9242.1	2792.8	78.835	10894	3121	135.14	10894	2588	53.771	9242.2	2944.8	53.085	10894	2358.2	68.511	9242	2703.5	57.159	9242.2	2696.2	129.06	10894	3069.5	140.5	9242.1	2432.7	77.186	10894	2819.4	97.328	10894	2541.4	92.49	9242.2	2604.5	87.258	10894	2696.2	67.319	10894	3017.7	78.483	10894	2744.1	45.695	10894	2696	61.858	10894	3461.3	392.09	10894	2661.5	74.984	10894	2795.5	80.808	10894	3155.9	178.84	9242.1	2667.6	39.516
12841	2579.2	47.717	10894	2695.3	70.581	12842	2718.8	118.28	12842	2883.5	89.84	12841	3044.8	140	12842	2587.4	123.22	10894	2735.2	139.38	10894	2876.9	73.679	12842	2765.1	85.555	12842	3201.9	141	12841	3055.3	101.38	12842	3037.3	115.41	10894	3496.4	131.81	12842	2731	81.91	10894	2705.8	74.574	12842	2968.8	92.948	12842	2600.7	58.448	10894	2790.3	53.319	12842	2342.6	66.037	10894	2630.2	47.589	10894	2597.5	133.58	12842	2992.9	86.212	10894	2350.3	80.011	12842	2872.4	99.959	12842	2548.5	110.45	10894	2494.4	77.923	12842	2565	74.446	12842	2926.3	63.663	12842	2718	43.815	12842	2670.2	73.086	12842	3452.4	384.38	12842	2802.7	119.01	12841	2690.7	65.366	12842	2881.8	103.74	10894	2587.3	42.397
15137	2592.7	49.524	12842	2706.7	45.657	15138	2816	168.43	15137	2840.1	100.22	15137	2805.5	131.54	15137	2579.6	110.43	12842	2632	114.2	12842	2789.6	82.103	15138	2737.3	74.37	15138	2728.8	98.129	15137	2994.1	92.877	15138	3005.3	100.42	12842	3437.3	152.54	15137	2638.7	74.812	12842	2649.1	59.779	15138	2845.5	61.516	15137	2679.4	78.96	12842	2676.5	62.981	15138	2349.8	36.907	12842	2543.4	55.668	12842	2654.9	143.58	15138	2960.4	89.369	12842	2314	6.5816	15138	2865.2	97.865	15137	2512.3	98.605	12842	2538.7	47.579	15138	2419.9	99.368	15138	2880.3	66.136	15138	2705.7	48.058	15138	2644.4	81.069	15138	3358.8	366.9	15137	2737.1	99.586	15137	2655.5	67.568	15137	2686	85.327	12842	2533.2	66.61
17843	2630	85.653	15137	2641.1	53.714	17844	2874.4	186.72	17843	2795.9	89.854	17843	2736.6	134.71	17843	2546.3	85.283	15137	2608.8	109.87	15137	2740.1	72.455	17844	2687.8	58.563	17844	2372.9	66.47	17843	3060.9	94.798	17844	2954.1	102.22	15137	3303.8	158.4	17843	2649.3	67.701	15137	2726.7	45.934	17844	2807.7	61.514	17843	2841.9	88.49	15137	2613.2	81.482	17844	2319.7	48.804	15137	2593.5	45.851	15137	2703.1	112.42	17844	2935.9	105.24	15137	2316.5	65.14	17844	2675.3	58.303	17843	2478.9	71.494	15137	2602.2	61.268	17844	2303.1	125.96	17844	2812	58.598	17844	2784.1	67.496	17844	2622.5	79.655	17844	3315.4	397.88	17843	2666.5	84.144	17843	2694.1	45.71	17843	2583.5	60.007	15137	2569.9	37.266
21033	2666.9	92.296	17843	2719.7	65.374	21033	2869.9	200.41	21033	2718.3	87.879	21033	2664.4	138.46	21033	2576.8	90.86	17843	2480.9	90.379	17843	2756.7	96.454	21033	2770.6	84.466	21033	2200.4	74.078	21033	3104.8	124.12	21033	2952.9	119.11	17843	3096.8	131.86	21033	2771.5	80.397	17843	2737.5	51.392	21033	2755.4	65.377	21033	2953.6	109.76	17843	2524.1	59.55	21033	2328.1	66.716	17843	2633.9	65.029	17843	2773	91.334	21033	2827.8	99.665	17843	2413.7	49.849	21033	2600.5	42.456	21033	2496.8	60.984	17843	2614.8	83.487	21033	2229.3	145.72	21033	2750	65.349	21033	2731.5	60.217	21033	2604	100.49	21033	3195.8	384.92	21033	2594.1	83.065	21033	2663.6	50.352	21033	2564.4	60.951	17843	2696.2	43.34
24793	2586.7	87.249	21033	2780.2	81.231	24793	2805.3	188.46	24793	2542.8	71.304	24793	2529.4	118.63	24793	2564.4	86.462	21033	2482.2	88.226	21033	2736.7	100.78	24793	2597.2	76.79	24793	2298.6	97.739	24793	3167.5	178.44	24793	2968.3	137.53	21033	2861.5	114.43	24793	2781.3	71.297	21033	2690.1	54.97	24793	2689.8	69.503	24793	2916.8	121.45	21033	2391.7	54.575	24793	2303.1	72.208	21033	2626.8	61.395	21033	2761.9	101.34	24793	2668.8	83.303	21033	2538	46.279	24793	2574.1	43.267	24793	2523.3	51.46	21033	2562.4	63.394	24793	2222.6	168.21	24793	2675	65.905	24793	2626.1	53.853	24793	2542.5	112.8	24793	2772.8	148.45	24793	2590.2	84.792	24793	2669.1	54.364	24793	2534.3	40.53	21033	2730.3	52.487
29225	2538.2	82.724	24793	2636	81.518	29226	2717.3	156.98	29225	2536.3	75.84	29225	2414.1	113.63	29225	2556.4	82.198	24793	2376.9	88.345	24793	2702.8	103.38	29225	2409.2	61.792	29226	2342.4	153.95	29225	3179.6	236.09	29225	2939.1	148.14	24793	2636.4	85.393	29225	2759.3	74.749	24793	2669.9	48.594	29225	2582.2	63.716	29225	2876.1	123.13	24793	2256.6	61.274	29226	2245.5	84.475	24793	2579.3	53.366	24793	2679.9	116.4	29225	2537	62.611	24793	2526.4	41.565	29226	2548.8	45.452	29225	2482.6	61.584	24793	2549.8	57.726	29226	2287.6	163.83	29225	2598.8	71.173	29225	2581.1	54.398	29226	2223.5	62.906	29226	2084.4	79.795	29225	2551.1	95.709	29225	2640.7	59.458	29225	2527.4	52.685	24793	2744	65.237
34450	2595	159.29	29225	2580.3	76.026	34450	2594.8	139.17	34450	2406.7	62.615	34450	2317.9	114.6	34450	2514.7	70.904	29225	2254.9	93.872	29225	2545.5	97.38	34450	2356.5	69.125	34450	2528.7	195.55	34450	3117.4	234.04	34450	2853.8	114.32	29225	2551.2	72.009	34450	2673	68.225	29225	2646.4	49.925	34450	2527.6	55.461	34450	2743.8	99.045	29225	2222.2	56.19	34450	2102.6	58.175	29225	2490.9	42.63	29225	2554	86.629	34450	2357.8	50.087	29225	2596.9	56.197	34450	2513.6	49.322	34450	2364.5	65.763	29225	2570	65.48	34450	2508.7	183.14	34450	2524.6	64.96	34450	2517.2	44.048	34450	2273	89.502	34450	1982.1	70.04	34450	2345.2	57.299	34450	2586.1	52.285	34450	2442.4	67.349	29225	2725.3	69.592
40608	2422.3	150.31	34450	2324.1	85.622	40608	2445	131.39	40608	2305	87.407	40608	2262	137.05	40608	2499.9	92.484	34450	2179.9	105.16	34450	2393.9	73.255	40608	2294.8	83.252	40608	2406.8	183.88	40608	3032.6	197.95	40608	2733	96.896	34450	2406.2	69.844	40608	2548.8	71.191	34450	2638.3	55.44	40608	2491.5	44.383	40608	2548.3	67.798	34450	2235.1	79.119	40608	2052.2	65.71	34450	2452.4	55.278	34450	2425.4	92.351	40608	2234.5	55.529	34450	2567.9	52.095	40608	2466.2	64.074	40608	2291.5	94.063	34450	2597.1	68.17	40608	2917.3	241.91	40608	2434.1	56.214	40608	2457.2	41.101	40608	2235	102.56	40608	2092.1	56.483	40608	2323.8	98.038	40608	2553.6	48.777	40608	2241.9	75.747	34450	2646.8	68.195
47867	2262.7	117.21	40608	2198.6	80.373	47868	2373.2	116.91	47868	2191.2	66.66	47867	2213.8	140.27	47868	2365.9	93.846	40608	2182.8	106.53	40608	2233.8	62.319	47868	2405	95.85	47868	2320.8	125.43	47867	2878.2	149.62	47868	2635.6	84.826	40608	2267.9	62.683	47868	2351.2	58.529	40608	2598.7	55.267	47868	2380.1	49.46	47868	2308.3	60.438	40608	2334.3	49.033	47868	1971.3	69.666	40608	2449.8	82.628	40608	2221.9	76.728	47868	2144.4	60.695	40608	2491.2	52.914	47868	2394.7	76.836	47868	2237.1	103.65	40608	2520.1	54.707	47868	3043.8	350.72	47868	2339.1	67.794	47868	2413.7	43.725	47868	2155.3	95.891	47868	2270.6	132.98	47868	2272.8	118.92	47867	2543.8	50.928	47867	2144.4	76.469	40608	2558.5	70.185
56425	2136.7	86.036	47868	2253.2	131.11	56425	2336.1	147.04	56425	2128	77.008	56425	2194.7	149.65	56425	2257.3	90.502	47868	2018.3	89.802	47868	2043.6	61.217	56425	2308.9	87.787	56425	2133.4	76.393	56425	2650.5	103.89	56424	2508.1	86.354	47868	2094.6	104.68	56425	2114.7	56.512	47868	2558.3	53.47	56424	2288	58.59	56425	2150.1	60.804	47868	2241.6	71.396	56425	1914.7	61.553	47868	2376.1	93.614	47868	2082.6	83.341	56424	2094.2	58.263	47868	2401.4	52.882	56425	2298.9	73.369	56425	2202.4	105.18	47868	2436.3	53.841	56425	2744.3	278.78	56425	2221	75.121	56425	2401.4	50.986	56425	2062.9	72.813	56425	2340.6	186.66	56425	2247.6	126.59	56425	2497.4	52.002	56425	2155.9	89.993	47868	2514.3	81.577
66512	2021.9	50.562	56425	2162.3	66.561	66512	2274.8	124.53	66512	2099.3	97.913	66511	2169.9	155.75	66512	2233	86.497	56425	1947.2	88.234	56425	1968.5	72.816	66512	2543.1	129.36	66512	2006.2	55.868	66511	2282.6	84.758	66512	2361.3	81.573	56425	2029.7	116.32	66512	1984.2	63.752	56425	2523.2	51.158	66512	2124.3	66.514	66512	2121.5	69.992	56425	2131.8	79.087	66512	1917.4	69.903	56425	2305.2	100.46	56425	2003.4	68.214	66512	2026.1	53.883	56425	2332.5	53.483	66512	2218.3	86.846	66512	2151.1	95.798	56425	2350.8	57.197	66512	2444.2	137.93	66512	2206.3	101.03	66512	2352.7	62.941	66512	2039.9	93.601	66512	2434.9	236.65	66512	2226.4	116.23	66511	2399.4	47.014	66512	2084.8	95.625	56425	2456.2	83.24
78402	1995.1	68.843	66512	2310.2	85.577	78402	2189.3	121.72	78402	2040.9	80.411	78402	2170.1	176.27	78402	2316.7	65.364	66512	1813.4	89.973	66512	1704.6	154.21	78402	2744.1	214.28	78402	1922.7	50.589	78402	2006.6	102.56	78402	2014.1	99.358	66512	2039.6	100.67	78402	1901.7	54.983	66512	2449.8	49.789	78402	1985	54.108	78402	2022.1	70.08	66512	2068.7	71.56	78402	1924.1	71.98	66512	2242.5	112.59	66512	1947.4	76.881	78402	2023.3	69.02	66512	2237.7	63.04	78402	2165.1	92.163	78402	2090.9	85.677	66512	2317.5	68.014	78402	2235	72.501	78402	2131.4	89.173	78402	2249.6	54.309	78402	2019.7	95.692	78402	2490	206.71	78402	2216	107.69	78402	2311.1	53.046	78402	2052.5	91.79	66512	2339.8	86.303
92418	2000.9	80.161	78402	2206.2	128.19	92418	2210.1	111.56	92417	2004.5	85.964	92418	2202.9	205.83	92418	2121.3	49.415	78402	1689.3	66.916	78402	1500	209.92	92418	2675.8	303.79	92418	1868.4	86.78	92418	1879.9	112.42	92418	1736	111.4	78402	2130.7	158.3	92417	1796.1	38.666	78402	2392.8	56.221	92418	1860.5	50.083	92418	2000.7	73.591	78402	1992.2	60.168	92418	1983.1	78.916	78402	2210.4	101.81	78402	1917.9	73.016	92418	1998.4	55.657	78402	2114.4	63.726	92418	2151.9	76.874	92417	2064.7	103.32	78402	2174.6	55.908	92418	2140.5	90.718	92418	2092.2	126.68	92418	2171.5	58.371	92418	2043	122.69	92418	2174	117.13	92417	2098.5	95.398	92418	2311.2	80.82	92418	1973.8	96.533	78402	2169.9	77.413
0	1500	NaN	92417	2158.4	96.275	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	92417	1665	103.03	92417	1500	201.72	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	92417	2125.2	160.09	0	1500	NaN	92417	2356.6	54.886	0	1500	NaN	0	1500	NaN	92417	2032	81.223	0	1500	NaN	92417	2182.2	89.599	92417	1976.6	94.065	0	1500	NaN	92417	2008.9	69.835	0	1500	NaN	0	1500	NaN	92417	2016.5	68.2	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	92417	2091.4	85.238
0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN
0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN
0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN
0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN
0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN
0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN	0	1500	NaN
